FID,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags,the_geom
aws_1day.6472.2020-02-20 00:00:00.0,6472,2020-02-20T00:00:00,983,6,7,1,86,6,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-21 00:00:00.0,6418,2020-02-21T00:00:00,1022,8,9,5,75,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-21 00:00:00.0,6472,2020-02-21T00:00:00,992,4,7,0,80,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-22 00:00:00.0,6418,2020-02-22T00:00:00,1018,9,11,7,83,1,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-22 00:00:00.0,6472,2020-02-22T00:00:00,990,6,9,3,81,1,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-23 00:00:00.0,6418,2020-02-23T00:00:00,1016,10,13,7,81,3,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-23 00:00:00.0,6472,2020-02-23T00:00:00,986,9,10,5,88,7,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-24 00:00:00.0,6418,2020-02-24T00:00:00,1011,9,11,5,83,3,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-24 00:00:00.0,6472,2020-02-24T00:00:00,981,7,10,3,87,2,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-25 00:00:00.0,6418,2020-02-25T00:00:00,998,7,10,3,77,8,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-25 00:00:00.0,6472,2020-02-25T00:00:00,968,5,9,2,87,9,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-26 00:00:00.0,6418,2020-02-26T00:00:00,1000,6,7,3,76,6,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-26 00:00:00.0,6472,2020-02-26T00:00:00,968,2,4,1,83,1,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-27 00:00:00.0,6418,2020-02-27T00:00:00,1001,4,7,2,82,6,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-27 00:00:00.0,6472,2020-02-27T00:00:00,968,1,2,0,93,8,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-28 00:00:00.0,6418,2020-02-28T00:00:00,1008,6,10,3,80,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-28 00:00:00.0,6472,2020-02-28T00:00:00,979,2,6,-2,86,5,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-02-29 00:00:00.0,6418,2020-02-29T00:00:00,988,8,11,4,78,1,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-02-29 00:00:00.0,6472,2020-02-29T00:00:00,962,7,11,3,78,3,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-01 00:00:00.0,6418,2020-03-01T00:00:00,990,6,8,4,82,5,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-01 00:00:00.0,6472,2020-03-01T00:00:00,961,4,7,1,83,12,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-02 00:00:00.0,6418,2020-03-02T00:00:00,989,6,8,5,87,3,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-02 00:00:00.0,6472,2020-03-02T00:00:00,958,5,7,2,90,9,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-03 00:00:00.0,6418,2020-03-03T00:00:00,1001,6,9,3,80,5,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-03 00:00:00.0,6472,2020-03-03T00:00:00,970,2,5,0,89,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-04 00:00:00.0,6418,2020-03-04T00:00:00,1007,7,9,4,80,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-04 00:00:00.0,6472,2020-03-04T00:00:00,976,4,7,1,88,2,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-05 00:00:00.0,6418,2020-03-05T00:00:00,991,6,7,6,96,23,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-05 00:00:00.0,6472,2020-03-05T00:00:00,959,6,7,4,93,13,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-06 00:00:00.0,6418,2020-03-06T00:00:00,1001,7,9,6,82,3,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-06 00:00:00.0,6472,2020-03-06T00:00:00,965,4,7,2,94,8,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-07 00:00:00.0,6418,2020-03-07T00:00:00,1015,7,9,3,79,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-07 00:00:00.0,6472,2020-03-07T00:00:00,984,5,8,0,77,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-08 00:00:00.0,6418,2020-03-08T00:00:00,1007,9,11,7,83,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-08 00:00:00.0,6472,2020-03-08T00:00:00,979,6,8,5,85,3,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-09 00:00:00.0,6418,2020-03-09T00:00:00,1010,8,10,7,80,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-09 00:00:00.0,6472,2020-03-09T00:00:00,980,6,8,4,83,5,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-10 00:00:00.0,6418,2020-03-10T00:00:00,1004,10,12,7,93,3,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-10 00:00:00.0,6472,2020-03-10T00:00:00,976,9,12,5,94,21,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-11 00:00:00.0,6418,2020-03-11T00:00:00,1009,10,12,9,93,5,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-11 00:00:00.0,6472,2020-03-11T00:00:00,980,11,12,11,86,3,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-12 00:00:00.0,6418,2020-03-12T00:00:00,1009,9,11,7,67,0,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-12 00:00:00.0,6472,2020-03-12T00:00:00,979,8,11,3,68,2,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-13 00:00:00.0,6418,2020-03-13T00:00:00,1016,9,11,7,72,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-13 00:00:00.0,6472,2020-03-13T00:00:00,985,5,8,1,77,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-14 00:00:00.0,6418,2020-03-14T00:00:00,1016,8,10,6,83,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-14 00:00:00.0,6472,2020-03-14T00:00:00,986,5,8,1,83,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-15 00:00:00.0,6418,2020-03-15T00:00:00,1010,10,12,8,78,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-15 00:00:00.0,6472,2020-03-15T00:00:00,980,9,13,6,71,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-16 00:00:00.0,6418,2020-03-16T00:00:00,1020,8,10,6,83,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-16 00:00:00.0,6472,2020-03-16T00:00:00,986,9,15,3,73,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-17 00:00:00.0,6418,2020-03-17T00:00:00,1027,8,13,5,73,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-17 00:00:00.0,6472,2020-03-17T00:00:00,995,9,14,4,73,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-18 00:00:00.0,6418,2020-03-18T00:00:00,1025,10,15,6,69,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-18 00:00:00.0,6472,2020-03-18T00:00:00,993,10,15,5,76,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-19 00:00:00.0,6418,2020-03-19T00:00:00,1024,9,9,8,93,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-19 00:00:00.0,6472,2020-03-19T00:00:00,990,10,14,5,77,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-20 00:00:00.0,6418,2020-03-20T00:00:00,1026,8,8,6,80,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-20 00:00:00.0,6472,2020-03-20T00:00:00,989,7,9,3,92,3,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-21 00:00:00.0,6418,2020-03-21T00:00:00,1025,7,9,5,66,2,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-21 00:00:00.0,6472,2020-03-21T00:00:00,989,4,7,1,78,4,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-22 00:00:00.0,6418,2020-03-22T00:00:00,1026,6,10,3,56,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-22 00:00:00.0,6472,2020-03-22T00:00:00,991,4,10,0,48,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-23 00:00:00.0,6418,2020-03-23T00:00:00,1028,6,11,2,48,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-23 00:00:00.0,6472,2020-03-23T00:00:00,994,4,9,-1,39,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-24 00:00:00.0,6418,2020-03-24T00:00:00,1027,7,11,2,46,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-24 00:00:00.0,6472,2020-03-24T00:00:00,993,4,9,-1,35,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-03-25 00:00:00.0,6418,2020-03-25T00:00:00,1024,7,9,4,49,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-03-25 00:00:00.0,6472,2020-03-25T00:00:00,989,5,11,-1,31,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
