FID,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags,the_geom
aws_1day.6418.2020-10-12 00:00:00.0,6418,2020-10-12T00:00:00,1018,12,14,11,72,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-12 00:00:00.0,6472,2020-10-12T00:00:00,986,8,12,7,90,3,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-13 00:00:00.0,6418,2020-10-13T00:00:00,1010,11,11,10,85,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-13 00:00:00.0,6472,2020-10-13T00:00:00,978,8,10,6,82,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-14 00:00:00.0,6418,2020-10-14T00:00:00,1018,11,13,10,75,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-14 00:00:00.0,6472,2020-10-14T00:00:00,982,7,10,4,83,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-15 00:00:00.0,6418,2020-10-15T00:00:00,1020,11,13,11,62,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-15 00:00:00.0,6472,2020-10-15T00:00:00,985,7,8,6,88,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-16 00:00:00.0,6418,2020-10-16T00:00:00,1022,11,11,10,63,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-16 00:00:00.0,6472,2020-10-16T00:00:00,987,7,8,5,88,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-17 00:00:00.0,6418,2020-10-17T00:00:00,1020,10,12,8,81,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-17 00:00:00.0,6472,2020-10-17T00:00:00,987,7,9,5,82,0,1,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-18 00:00:00.0,6418,2020-10-18T00:00:00,1021,11,14,10,84,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-18 00:00:00.0,6472,2020-10-18T00:00:00,989,7,10,4,89,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-19 00:00:00.0,6418,2020-10-19T00:00:00,1016,12,14,10,75,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-19 00:00:00.0,6472,2020-10-19T00:00:00,986,8,12,4,80,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-20 00:00:00.0,6418,2020-10-20T00:00:00,1004,13,16,10,79,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-20 00:00:00.0,6472,2020-10-20T00:00:00,976,12,14,9,79,2,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-21 00:00:00.0,6418,2020-10-21T00:00:00,999,15,19,13,84,2,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-21 00:00:00.0,6472,2020-10-21T00:00:00,972,15,19,11,72,1,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-22 00:00:00.0,6418,2020-10-22T00:00:00,1009,14,17,12,83,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-22 00:00:00.0,6472,2020-10-22T00:00:00,979,15,18,13,84,7,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-23 00:00:00.0,6418,2020-10-23T00:00:00,1009,13,17,10,85,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-23 00:00:00.0,6472,2020-10-23T00:00:00,978,13,15,11,92,4,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-24 00:00:00.0,6418,2020-10-24T00:00:00,1005,14,16,12,83,1,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-24 00:00:00.0,6472,2020-10-24T00:00:00,979,12,13,10,86,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-25 00:00:00.0,6418,2020-10-25T00:00:00,998,12,16,10,84,9,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-25 00:00:00.0,6472,2020-10-25T00:00:00,970,11,13,8,88,8,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-26 00:00:00.0,6418,2020-10-26T00:00:00,998,10,12,9,84,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-26 00:00:00.0,6472,2020-10-26T00:00:00,969,9,11,7,83,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-27 00:00:00.0,6418,2020-10-27T00:00:00,1000,11,13,8,88,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-27 00:00:00.0,6472,2020-10-27T00:00:00,972,9,11,7,86,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-28 00:00:00.0,6418,2020-10-28T00:00:00,1004,11,13,9,85,9,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-28 00:00:00.0,6472,2020-10-28T00:00:00,975,10,12,8,84,6,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-29 00:00:00.0,6418,2020-10-29T00:00:00,1012,13,14,11,80,1,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-29 00:00:00.0,6472,2020-10-29T00:00:00,983,10,12,7,90,10,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-30 00:00:00.0,6418,2020-10-30T00:00:00,1017,15,16,14,85,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-30 00:00:00.0,6472,2020-10-30T00:00:00,988,12,13,11,88,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-10-31 00:00:00.0,6418,2020-10-31T00:00:00,1014,14,15,11,80,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-10-31 00:00:00.0,6472,2020-10-31T00:00:00,985,13,15,10,80,1,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-01 00:00:00.0,6418,2020-11-01T00:00:00,1006,15,18,11,85,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-01 00:00:00.0,6472,2020-11-01T00:00:00,979,14,16,10,88,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-02 00:00:00.0,6418,2020-11-02T00:00:00,1007,16,18,12,77,1,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-02 00:00:00.0,6472,2020-11-02T00:00:00,979,15,18,8,84,8,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-03 00:00:00.0,6418,2020-11-03T00:00:00,1019,10,12,7,70,1,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-03 00:00:00.0,6472,2020-11-03T00:00:00,989,7,11,3,83,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-04 00:00:00.0,6418,2020-11-04T00:00:00,1031,10,13,6,74,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-04 00:00:00.0,6472,2020-11-04T00:00:00,998,4,9,0,86,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-05 00:00:00.0,6418,2020-11-05T00:00:00,1037,9,13,6,78,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-05 00:00:00.0,6472,2020-11-05T00:00:00,1002,3,8,-3,87,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-06 00:00:00.0,6418,2020-11-06T00:00:00,1029,9,13,6,71,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-06 00:00:00.0,6472,2020-11-06T00:00:00,995,6,12,0,65,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-07 00:00:00.0,6418,2020-11-07T00:00:00,1021,9,13,5,79,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-07 00:00:00.0,6472,2020-11-07T00:00:00,989,11,17,6,71,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-08 00:00:00.0,6418,2020-11-08T00:00:00,1019,12,16,9,86,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-08 00:00:00.0,6472,2020-11-08T00:00:00,988,12,17,8,75,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-09 00:00:00.0,6418,2020-11-09T00:00:00,1020,13,16,11,87,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-09 00:00:00.0,6472,2020-11-09T00:00:00,989,13,16,9,80,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-10 00:00:00.0,6418,2020-11-10T00:00:00,1023,12,14,11,93,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-10 00:00:00.0,6472,2020-11-10T00:00:00,991,11,15,8,91,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-11 00:00:00.0,6418,2020-11-11T00:00:00,1020,11,13,9,92,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-11 00:00:00.0,6472,2020-11-11T00:00:00,989,10,13,8,92,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-12 00:00:00.0,6418,2020-11-12T00:00:00,1014,11,13,10,81,2,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-12 00:00:00.0,6472,2020-11-12T00:00:00,985,9,12,5,79,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-13 00:00:00.0,6418,2020-11-13T00:00:00,1013,11,13,8,87,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-13 00:00:00.0,6472,2020-11-13T00:00:00,984,10,13,4,87,1,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-14 00:00:00.0,6418,2020-11-14T00:00:00,1010,13,14,11,84,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-14 00:00:00.0,6472,2020-11-14T00:00:00,982,12,14,10,80,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-15 00:00:00.0,6418,2020-11-15T00:00:00,999,13,15,9,79,5,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-15 00:00:00.0,6472,2020-11-15T00:00:00,974,12,15,8,78,8,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-16 00:00:00.0,6418,2020-11-16T00:00:00,1012,11,12,9,80,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-16 00:00:00.0,6472,2020-11-16T00:00:00,983,9,10,8,89,3,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-17 00:00:00.0,6418,2020-11-17T00:00:00,1021,12,12,11,90,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-17 00:00:00.0,6472,2020-11-17T00:00:00,992,9,10,8,86,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-18 00:00:00.0,6418,2020-11-18T00:00:00,1017,13,15,10,77,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-18 00:00:00.0,6472,2020-11-18T00:00:00,988,11,15,8,72,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-19 00:00:00.0,6418,2020-11-19T00:00:00,1023,10,12,8,72,4,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-19 00:00:00.0,6472,2020-11-19T00:00:00,991,7,11,3,89,4,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-20 00:00:00.0,6418,2020-11-20T00:00:00,1032,8,9,7,65,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-20 00:00:00.0,6472,2020-11-20T00:00:00,1000,2,6,0,90,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-21 00:00:00.0,6418,2020-11-21T00:00:00,1026,10,11,8,88,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-21 00:00:00.0,6472,2020-11-21T00:00:00,997,4,7,1,82,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-22 00:00:00.0,6418,2020-11-22T00:00:00,1025,10,11,10,89,2,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-22 00:00:00.0,6472,2020-11-22T00:00:00,993,6,7,5,92,2,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-23 00:00:00.0,6418,2020-11-23T00:00:00,1026,9,10,7,75,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-23 00:00:00.0,6472,2020-11-23T00:00:00,994,7,9,6,98,1,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-24 00:00:00.0,6418,2020-11-24T00:00:00,1019,8,10,7,88,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-24 00:00:00.0,6472,2020-11-24T00:00:00,988,6,9,2,88,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-25 00:00:00.0,6418,2020-11-25T00:00:00,1014,8,10,6,84,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-25 00:00:00.0,6472,2020-11-25T00:00:00,983,5,8,2,85,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-26 00:00:00.0,6418,2020-11-26T00:00:00,1019,9,10,8,93,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
